madde,market,price,prod,prod_link
kavun,migros,3.95,kavun hasanbey kg,https://www.migros.com.tr/kavun-hasanbey-kg-p-19f0de8
kavun,carrefoursa,3.99,kavun kelek,https://www.carrefoursa.com/tr/kavun-kelek-p-30099557
kavun,carrefoursa,4.99,kavun galya,https://www.carrefoursa.com/tr/kavun-galya-p-30085347
kavun,marketpaketi,11.99,manav kavun,https://www.marketpaketi.com.tr/manav-kavun-p-479
kayisi,carrefoursa,22.9,kayisi,https://www.carrefoursa.com/tr/kayisi-p-30002335
kayisi,happycenter,4.99,kayisi ucuz,https://www.happycenter.com.tr/Kayisi_Malatya
kayisi,happycenter,7.99,tokali kayisi kg,https://www.happycenter.com.tr/Kayisi_Tokali
kayisi,marketpaketi,8.25,kayisi,https://www.marketpaketi.com.tr/kayisi-p-447
kayisi,carrefoursa,9.9,kayisi paket,https://www.carrefoursa.com/tr/kayisi-paket-p-30092591
kayisi,carrefoursa,6.9,kayisi,https://www.carrefoursa.com/tr/kayisi-p-30047015
kayisi,ideal,9.9,kayisi malatya,https://www.ideal.com.tr/urun/kayisi-malatya/5848
kayisi,mopas,5,kayisi malatya,https://mopas.com.tr/kayisi-malatya/p/32987
kek,migros,0.75,torku tam kek limonlu g,https://www.migros.com.tr//kweb/prview/57724312-30249-torku-tam-kek-limonlu-45-g
kek,migros,0.75,torku tam bugdayli kek g,https://www.migros.com.tr//kweb/prview/51796300-30249-torku-tam-bugdayli-kek-45-g
kek,migros,0.5,eti topkek meyveli gr,https://www.migros.com.tr//kweb/prview/1424314-30249-eti-topkek-meyveli-40-gr
kek,migros,3,eti paykek mozaik g,https://www.migros.com.tr//kweb/prview/1424325-30248-eti-paykek-mozaik-220-g
kek,migros,3,eti paykek meyveli g,https://www.migros.com.tr//kweb/prview/1424323-30248-eti-paykek-meyveli-220-g
kek,migros,3,eti paykek kakaolu g,https://www.migros.com.tr//kweb/prview/1424317-30248-eti-paykek-kakaolu-220-g
kek,marketpaketi,1.25,torku tam kek gr,https://www.marketpaketi.com.tr/torku-tam-kek-45-gr-p-541959
kek,marketpaketi,0.85,eti topkek cilekli gr,https://www.marketpaketi.com.tr/eti-topkek-cilekli-35-gr-p-509785
kek,marketpaketi,0.85,eti topkek meyveli gr,https://www.marketpaketi.com.tr/eti-topkek-meyveli-35-gr-p-509787
kek,ideal,1,ulker olala bar gr kek buyuk boy,https://www.ideal.com.tr/urun/uelker-olala-bar-40gr-kek-bueyuek-boy-81608/54256
kek,ideal,1,ulker olala bar gr kek buyuk boy,https://www.ideal.com.tr/urun/uelker-olala-bar-34gr-kek-bueyuek-boy-813-07/54256
kek,migros,1,torku tam kek limonlu g,https://www.migros.com.tr/torku-tam-kek-limonlu-40-g-p-6b1663
kek,migros,1,today snowball hindistan cevizli kek g,https://www.migros.com.tr/today-snowball-hindistan-cevizli-kek-60-g-p-4dce75
kek,migros,1.5,eti sut burger kakaolu g,https://www.migros.com.tr/eti-sut-burger-kakaolu-35-g-p-b06c70
kek,migros,2.25,uno cikolata kremali kruvasan g,https://www.migros.com.tr/uno-cikolata-kremali-kruvasan-50-g-p-4d1a5e
kek,migros,0.75,ulker kekstra jolebar cilekli kek g,https://www.migros.com.tr//kweb/prview/79951834-30249-ulker-kekstra-jolebar-cilekli-kek-47-g
kek,migros,3.45,dankek lokmalik hindistan cevizli g,https://www.migros.com.tr/dankek-lokmalik-hindistan-cevizli-160-g-p-4daae7
kek,migros,3.45,dankek lokmalik havuclu tarcinli g,https://www.migros.com.tr/dankek-lokmalik-havuclu-tarcinli-160-g-p-4dce63
kek,marketpaketi,1.25,favorimo coko ahududu kek,https://www.marketpaketi.com.tr/torku-favorimo-coko-ahududu-soslu-kek-55-gr-p-541964
kek,migros,1,dankek kek duble cikolatali g,https://www.migros.com.tr/dankek-8-kek-duble-cikolatali-55-g-p-4dcd21
kek,migros,1,dankek kek cikolatali muzlu g,https://www.migros.com.tr/dankek-8-kek-cikolatali-muzlu-55-g-p-4dc46d
kek,migros,1,dankek kek cikolatali cilekli g,https://www.migros.com.tr/dankek-8-kek-cikolatali-cilekli-55-g-p-4dad17
kek,migros,1.75,cokokrem pankek g,https://www.migros.com.tr/cokokrem-pankek-40-g-p-4de9be
kek,migros,4.75,brownie intense mini karamelli g,https://www.migros.com.tr/brownie-intense-mini-karamelli-144-g-p-4dce56
kek,migros,4.5,biscolata pia kek portakalli g,https://www.migros.com.tr/biscolata-pia-kek-portakalli-100-g-p-4dcaef
kek,migros,4.5,biscolata pia kek frambuazli g,https://www.migros.com.tr/biscolata-pia-kek-frambuazli-100-g-p-4dcaf0
kek,marketpaketi,1.25,favorimo coko cikolata kek,https://www.marketpaketi.com.tr/torku-favorimo-coko-cikolata-soslu-kek-55-gr-p-541962
kek,marketpaketi,1.25,favorimo coko muz kek,https://www.marketpaketi.com.tr/torku-favorimo-coko-muz-soslu-kek-55-gr-p-541963
kek,marketpaketi,1.45,gala karammelli kek,https://www.marketpaketi.com.tr/torku-gala-karammelli-soslu-kek-50-gr-p-541970
kek,marketpaketi,1.45,gala orman meyveli kek,https://www.marketpaketi.com.tr/torku-gala-orman-meyveli-kek-50-gr-p-541971
kek,migros,3.45,dankek lokmalik kakaolu g,https://www.migros.com.tr/dankek-lokmalik-kakaolu-160-g-p-6b1d48
kek,migros,3.45,dankek lokmalik uzumlu g,https://www.migros.com.tr/dankek-lokmalik-uzumlu-160-g-p-6b1d47
kek,migros,1.5,eti brownie g,https://www.migros.com.tr/eti-brownie-40-g-p-4dc372
kek,migros,2.25,eti browni mousse g,https://www.migros.com.tr/eti-browni-mousse-48-g-p-b06c57
kek,marketpaketi,1,kek,https://www.marketpaketi.com.tr/torku-tam-kek-limonlu-45-gr-p-541960
kek,migros,1,eti browni gold cikolata soslu cikolatali kek gr,https://www.migros.com.tr/eti-browni-gold-cikolata-soslu-cikolatali-kek-45gr-p-4de182
kek,migros,0.75,dankek poti muffin kek meyveli g,https://www.migros.com.tr/dankek-poti-muffin-kek-meyveli-35-g-p-4dc49c
kek,migros,0.75,dankek poti muffin kek kakaolu g,https://www.migros.com.tr/dankek-poti-muffin-kek-kakaolu-35-g-p-4dc49b
kek,migros,0.75,dankek poti muffin kek hindistan cevizli g,https://www.migros.com.tr/dankek-poti-muffin-kek-hindistan-cevizli-35-g-p-4dccdc
kek,migros,0.75,dankek poti muffin havuclu tarcinli g,https://www.migros.com.tr/dankek-poti-muffin-havuclu-tarcinli-35-g-p-4dcce5
kek,migros,1,eti browni gold visne soslu cikolatali kek g,https://www.migros.com.tr/eti-browni-gold-visne-soslu-cikolatali-kek-45g-p-4de181
kek,migros,6.5,eti brownie g,https://www.migros.com.tr/eti-brownie-200-g-p-4dc373
kek,migros,4.5,eti brownie gold kakao soslu cikolatali kek lu g,https://www.migros.com.tr/eti-brownie-gold-kakao-soslu-cikolatali-kek-9lu-180-g-p-4dc378
kek,marketpaketi,1.75,ulker albeni kek,https://www.marketpaketi.com.tr/ulker-albeni-kek-43-gr-p-548681
kek,migros,4.95,ulker o lala sufle mini g,https://www.migros.com.tr/ulker-olala-sufle-mini-162-g-p-4dec0d
kek,migros,2.5,ulker o lala sufle kek g,https://www.migros.com.tr/ulker-olala-sufle-kek-70-g-p-6b1daa
kek,migros,2.5,ulker o lala sufle frambuazli g,https://www.migros.com.tr/ulker-olala-sufle-frambuazli-70-g-p-4dec0b
kek,migros,1.25,ulker o lala bar kek g,https://www.migros.com.tr/ulker-olala-bar-kek-34-g-p-6b1dab
kek,migros,1,ulker kekstra jolebar cilekli kek g,https://www.migros.com.tr/ulker-kekstra-jolebar-cilekli-kek-47-g-p-4ded39
kek,mopas,4.5,ulker dankek cay saati islak kek gr,https://mopas.com.tr/ulker-dankek-cay-saati-islak-kek-240-gr/p/492750
kek,migros,9,seven days visneli kruvasan g,https://www.migros.com.tr/seven-days-visneli-kruvasan-185-g-p-4dcd12
kek,migros,1.5,albeni cikolata kaplamali kek g,https://www.migros.com.tr/albeni-cikolata-kaplamali-kek-43-g-p-4dad11
kek,marketpaketi,1,ulker dankek kek cikolata karamel,https://www.marketpaketi.com.tr/ulker-dankek-8kek-cikolata-karamel-55-gr-p-509801
kek,marketpaketi,1,ulker dankek kek cikolata portakal,https://www.marketpaketi.com.tr/ulker-dankek-8kek-cikolata-portakal-55-gr-p-509800
kek,marketpaketi,1,ulker dankek kek cikolatali cilekli,https://www.marketpaketi.com.tr/ulker-dankek-8kek-cikolatali-cilekli-55-gr-p-541553
kek,marketpaketi,1,ulker dankek kek cikolatali muzlu,https://www.marketpaketi.com.tr/ulker-dankek-8kek-cikolatali-muzlu-55-gr-p-541554
kek,marketpaketi,1,ulker dankek kek duble cikolatali,https://www.marketpaketi.com.tr/ulker-dankek-8kek-duble-cikolatali-55-gr-p-509799
kek,marketpaketi,1,ulker dankek kek findikli,https://www.marketpaketi.com.tr/ulker-dankek-8-kek-findikli-52-gr-p-549992
kek,marketpaketi,3.45,ulker dankek lokmalik kek havuclu tarcinli,https://www.marketpaketi.com.tr/ulker-dankek-lokmalik-kek-havuclu-tarcinli-160-gr-p-538059
kek,migros,2.25,uno tarcinli elmali tart g,https://www.migros.com.tr/uno-tarcinli-elmali-tart-50-g-p-4d3606
kek,marketpaketi,3.45,ulker dankek lokmalik kek hindistan cevizli,https://www.marketpaketi.com.tr/ulker-dankek-lokmalik-kek-hindistan-cevizli-160-gr-p-548735
kek,marketpaketi,3.45,ulker dankek lokmalik kek uzumlu,https://www.marketpaketi.com.tr/ulker-dankek-lokmalik-kek-uzumlu-160-gr-p-538061
kek,marketpaketi,1.25,ulker kekstra cilekli kek,https://www.marketpaketi.com.tr/ulker-kekstra-cilekli-kek-47-gr-p-548673
kek,marketpaketi,1.25,ulker kekstra konfeti cikolatali kakaolu kek,https://www.marketpaketi.com.tr/ulker-kekstra-konfeti-cikolatali-soslu-kakaolu-kek-38-gr-p-509804
kek,marketpaketi,1.25,ulker o lala bar kek,https://www.marketpaketi.com.tr/ulker-olala-bar-kek-34-gr-p-478570
kek,marketpaketi,2.75,ulker o lala sufle kek,https://www.marketpaketi.com.tr/ulker-olala-sufle-kek-70-gr-p-509809
kek,migros,4.5,biscolata pia cikolatali g,https://www.migros.com.tr/biscolata-pia-cikolatali-100-g-p-4dccfa
kek,migros,0.85,alpella mini rulo pasta sut kremali g,https://www.migros.com.tr/alpella-mini-rulo-pasta-sut-kremali-32-g-p-4dc461
kek,marketpaketi,3.45,ulker dankek lokmalik kek kakaolu,https://www.marketpaketi.com.tr/ulker-dankek-lokmalik-kek-kakaolu-160-gr-p-538060
kek,carrefoursa,3.5,eti browni kek g,https://www.carrefoursa.com/tr/eti-browni-kek-200-g-p-30099879
kek,carrefoursa,3.75,ulker dankek mozaik g,https://www.carrefoursa.com/tr/ulker-dankek-mozaik-220-g-p-30061613
kek,carrefoursa,4.5,dankek islak kek g,https://www.carrefoursa.com/tr/dankek-islak-kek-240-g-p-30026881
kek,carrefoursa,3.75,ulker dankek cay saati cilek g,https://www.carrefoursa.com/tr/ulker-dankek-cay-saati-cilek-280-g-p-30095827
kek,happycenter,3.75,ulker dankek cay saati meyveli baton kek gr,https://www.happycenter.com.tr/Ulker_K__641_9_Dankek_Cay_Saati_Meyv_bat_kek_220gr
kek,happycenter,3.25,eti paykek kakaolu gr,https://www.happycenter.com.tr/Eti_K__250_Gr_Paykek_Kakaolu_16630
kek,happycenter,3.75,ulker dankek cay saati mozaik kek gr,https://www.happycenter.com.tr/Ulker_K__641_7_Dankek_Cay_Saati_Mozaik_Kek_220_Gr
kek,happycenter,3.25,eti paykek meyveli gr,https://www.happycenter.com.tr/Eti_K__250_Gr_Paykek_Meyveli_16633
kek,happycenter,3.75,ulker dankek cay saati kakaolu kek gr,https://www.happycenter.com.tr/Ulker_K__641_8_Dankek_Cay_Saati_Kak_baton_220_Gr
kek,happycenter,3.25,eti paykek mozaik gr,https://www.happycenter.com.tr/Eti_K__250_Gr_Paykek_Mozaik_15635
kek,carrefoursa,3.75,ulker dankek kakaoolu g,https://www.carrefoursa.com/tr/ulker-dankek-kakaoolu-220-g-p-30061619
kek,happycenter,4.5,ulker dankek cay saati islak kek gr,https://www.happycenter.com.tr/Ulker_K__642_5_Dankek_Cay_Saati_Islak_Kek_240_Gr
kek,ideal,3.75,ulker dankek gr caysaati h cevizi,https://www.ideal.com.tr/urun/uelker-dankek-210gr-caysaati-hcevizi-6200/54683
kek,ideal,5.25,eti paykek sekli sah gr cik soslu find,https://www.ideal.com.tr/urun/eti-paykek-sekli-sah285gr-ciksoslu-find4168/36687
kek,ideal,3.75,ulker dankek gr caysaati mozaik,https://www.ideal.com.tr/urun/uelker-dankek-210gr-caysaati-mozaik-62007/32408
kek,ideal,3.75,ulker dankek gr caysaati kakaolu,https://www.ideal.com.tr/urun/uelker-dankek-210gr-caysaati-kakaolu-62006/26150
kek,ideal,3.75,ulker dankek gr caysaati meyveli,https://www.ideal.com.tr/urun/uelker-dankek-210gr-caysaati-meyveli-62008/3085
kek,a101,3.25,eti paykek kek meyveli g,https://www.a101.com.tr/urun/kek-meyveli-200-g-eti-paykek.html
kek,a101,1.95,kekspir kek meyveli g,https://www.a101.com.tr/urun/kek-meyveli-220-g-kekspir.html
kek,a101,1.95,kekspir kek kakaolu g,https://www.a101.com.tr/urun/kek-kakaolu-220-g-kekspir.html
kek,mopas,5.5,eti paykek sekli sahane cikolata soslu gr,https://mopas.com.tr/eti-paykek-sekli-sahane-cikolata-soslu-285-gr/p/368940
kek,mopas,4.25,ulker dankek caysaati kakaolu gr,https://mopas.com.tr/ulker-dankek-caysaati-kakaolu-210-gr/p/311743
kek,happycenter,3.5,eti k gr popkek mini hindistan cevizli,https://www.happycenter.com.tr/Eti_K__60_Gr_Popkek_Mini_Hindistan_Cevizli_16625
kek,mopas,4.25,ulker dankek caysaati mozaik gr,https://mopas.com.tr/ulker-dankek-caysaati-mozaik-210-gr/p/311742
kek,carrefoursa,3,eti paykek meyveli g,https://www.carrefoursa.com/tr/eti-paykek-meyveli-220-g-p-30081002
kek,carrefoursa,3.75,ulker dankek meyveli g,https://www.carrefoursa.com/tr/ulker-dankek-meyveli-220-g-p-30061657
kek,ideal,0.75,ulker dankek poti gr h cevizli,https://www.ideal.com.tr/urun/uelker-dankek-poeti-40gr-hcevizli-81005/26320
kek,ideal,0.5,ulker dankek poti gr havuc tarcin,https://www.ideal.com.tr/urun/uelker-dankek-poti-40gr-havuc-tarcin-81008/26151
kek,migros,12.5,seven days kakao kremali kruvasan g,https://www.migros.com.tr/seven-days-kakao-kremali-kruvasan-300-g-p-4dec10
kek,ideal,0.5,eti topkek gr meyveli,https://www.ideal.com.tr/urun/eti-topkek-40gr-meyveli-55612/3121
kek,ideal,0.5,eti topkek gr cilekli,https://www.ideal.com.tr/urun/eti-topkek-40gr-cilekli-8611/3119
kek,ideal,1,ulker albeni kek gr kapl cik,https://www.ideal.com.tr/urun/uelker-albeni-kek-43gr-kaplcik370-02/3092
kek,ideal,0.75,ulker dankek poti gr meyveli,https://www.ideal.com.tr/urun/uelker-dankek-poeti-40gr-meyveli-81006/3070
kek,ideal,0.75,ulker dankek poti gr kakaolu,https://www.ideal.com.tr/urun/uelker-dankek-poeti-40gr-kakaolu-81007/3069
kek,a101,0.75,browni kek kakaolu g,https://www.a101.com.tr/urun/browni-kek-kakaolu-45g.html
kek,a101,0.6,brawo kek kakao soslu donut g,https://www.a101.com.tr/urun/kek-donut-kakao-soslu-50-g-brawo.html
kek,carrefoursa,3,eti paykek kakaolu g,https://www.carrefoursa.com/tr/eti-paykek-kakaolu-220-g-p-30099902
kek,a101,0.65,kekspir kek cilek soslu waffle g,https://www.a101.com.tr/urun/kek-cilek-soslu-waffle-45g-kekspir.html
kek,a101,0.65,kekspir kek muz soslu waffle g,https://www.a101.com.tr/urun/kek-muz-soslu-waffle-45g-kekspir.html
kek,mopas,0.75,eti top kek cilekli gr,https://mopas.com.tr/eti-top-kek-cilekli-40-gr/p/127383
kek,mopas,1,ulker olala bar kek gr,https://mopas.com.tr/ulker-olala-bar-kek-43-gr/p/495720
kek,mopas,0.75,eti top kek meyveli gr,https://mopas.com.tr/eti-top-kek-meyveli-40-gr/p/127385
kek,migros,1,today bear cake kakao kremali dolgulu kek g,https://www.migros.com.tr/today-bear-cake-kakao-kremali-dolgulu-kek-45g-p-4daae9
kek,migros,1,today panda cake krema dolgulu kakaolu kek g,https://www.migros.com.tr/today-panda-cake-krema-dolgulu-kakaolu-kek-45g-p-4daaea
kek,migros,1,torku tam bugdayli kek g,https://www.migros.com.tr/torku-tam-bugdayli-kek-40-g-p-4debfb
kek,carrefoursa,3.75,ulker dankek cay saati mozaik g,https://www.carrefoursa.com/tr/ulker-dankek-cay-saati-mozaik-280-g-p-30095797
kek,carrefoursa,3.75,dankek hindistan cevizli baton kek g,https://www.carrefoursa.com/tr/dankek-hindistan-cevizli-baton-kek-210-g-p-30161739
kek,carrefoursa,3,eti paykek mozaik g,https://www.carrefoursa.com/tr/eti-paykek-mozaik-220-g-p-30032571
kek,a101,0.65,kekspir kek portakal soslu waffle g,https://www.a101.com.tr/urun/kek-portakal-soslu-waffle-45g-kekspir.html
kek,mopas,4.25,ulker dankek cay saati meyveli gr,https://mopas.com.tr/ulker-dankek-cay-saati-meyveli-210-gr/p/311746
kek,mopas,4.5,eti browni cikolatali findikli kek gr,https://mopas.com.tr/eti-browni-cikolatali-findikli-kek-200-gr/p/45238
kek,mopas,4.25,ulker dankek cay saati hindistan cevizli gr,https://mopas.com.tr/ulker-dankek-cay-saati-hindistan-cevizli-200-gr/p/675191
kek,migros,5.95,kinder pingui x g,https://www.migros.com.tr/kinder-pingui-4x30-g-p-b06c06
kek,migros,1.65,kinder pingui g,https://www.migros.com.tr/kinder-pingui-30-g-p-b06b83
kek,migros,2.75,kinder delice g,https://www.migros.com.tr/kinder-delice-39-g-p-b06c72
kek,migros,1,kekstra konfeti muffin kek kakaolu g,https://www.migros.com.tr/kekstra-konfeti-muffin-kek-kakaolu-38-g-p-4dad0d
kek,migros,1,eti topkek portakalli g,https://www.migros.com.tr/eti-topkek-portakalli-40-g-p-4dc3d3
kek,migros,1,eti topkek meyveli g,https://www.migros.com.tr/eti-topkek-meyveli-40-g-p-4dc3d2
kek,migros,1.4,kinder sut dilimi g,https://www.migros.com.tr/kinder-sut-dilimi-28-g-p-b06b84
kek,migros,1,eti topkek findikli kakaolu g,https://www.migros.com.tr/eti-topkek-findikli-kakaolu-35-g-p-4dc3d1
kek,migros,1,eti topkek cilek marmelatli g,https://www.migros.com.tr/eti-topkek-cilek-marmelatli-40-g-p-4dc3d9
kek,migros,5,eti tartini turta frambuazli g,https://www.migros.com.tr/eti-tartini-turta-frambuazli-171-g-p-4dc3f6
kek,migros,1.5,eti sut burger sutlu ve balli g,https://www.migros.com.tr/eti-sut-burger-sutlu-ve-balli-35-g-p-b06c58
kek,migros,1.5,eti sut burger muzlu g,https://www.migros.com.tr/eti-sut-burger-muzlu-35-g-p-b06c64
kek,migros,5.55,kinder sut dilimi x g,https://www.migros.com.tr/kinder-sut-dilimi-4x28-g-p-b06c07
kek,mopas,4,eti meyveli pay kek gr,https://mopas.com.tr/eti-meyveli-pay-kek-200-gr/p/4381
kek,migros,3.45,dankek cay saati hindistan cevizli kek g,https://www.migros.com.tr/dankek-cay-saati-hindistan-cevizli-kek-200-g-p-6af995
kek,migros,3.45,dankek cay saati kakaolu kek g,https://www.migros.com.tr/dankek-cay-saati-kakaolu-kek-210-g-p-4dc43b
kek,migros,3.45,dankek cay saati meyveli kek g,https://www.migros.com.tr/dankek-cay-saati-meyveli-kek-210-g-p-4dc43d
kek,migros,3.45,dankek cay saati mozaik kek g,https://www.migros.com.tr/dankek-cay-saati-mozaik-kek-210-g-p-4dc43c
kek,migros,3.45,eti paykek kakaolu g,https://www.migros.com.tr/eti-paykek-kakaolu-200-g-p-4dc3d5
kek,migros,3.45,eti paykek mozaik g,https://www.migros.com.tr/eti-paykek-mozaik-200-g-p-4dc3dd
kek,migros,12.99,unabella tiramisu keki g,https://www.migros.com.tr/unabella-tiramisu-keki-280-g-p-4d3a80
kek,migros,4,eti popkek mini cik soslu kakao kaplamali kek g,https://www.migros.com.tr/eti-popkek-mini-cik-soslu-kakao-kaplamali-kek-180g-p-4dec16
kek,migros,4,eti popkek mini muz kremali x g,https://www.migros.com.tr/eti-popkek-mini-muz-kremali-10x18-g-p-4dc422
kek,migros,1,eti popkek muzlu g,https://www.migros.com.tr/eti-popkek-muzlu-60-g-p-4dc3e6
kek,migros,1,eti popkek portakal kremali g,https://www.migros.com.tr/eti-popkek-portakal-kremali-60-g-p-4dc3e7
kek,migros,1,eti popkek visne kremali g,https://www.migros.com.tr/eti-popkek-visne-kremali-60-g-p-4dc3e9
kek,migros,2.25,eti sosbom kek g,https://www.migros.com.tr/eti-sosbom-kek-50-g-p-b06c6b
kek,migros,1.5,eti sut burger cilekli g,https://www.migros.com.tr/eti-sut-burger-cilekli-35g-p-b06c73
kek,ideal,1,ulker olala bar gr kek buyuk boy,https://www.ideal.com.tr/urun/uelker-olala-bar-43gr-kek-bueyuek-boy-816-01/54256
kek,ideal,0.75,ulker dankek poti gr limonlu,https://www.ideal.com.tr/urun/uelker-dankek-poeti-40gr-limonlu-83009/55476
kek,ideal,0.8,eti browni gr cikolatali findikli kek,https://www.ideal.com.tr/urun/eti-browni-40gr-cikolatali-findikli-kek/24917
kek,marketpaketi,2.15,eti cin lokmalik kek,https://www.marketpaketi.com.tr/eti-cin-tek-lokmalik-kek-114-gr-p-543357
kek,a101,0.7,kekspir kek cilek soslu waffle g,https://www.a101.com.tr/kekspir-kek-cilek-soslu-waffle-45g/
kek,a101,0.7,kekspir kek portakal soslu waffle g,https://www.a101.com.tr/kekspir-kek-portakal-soslu-waffle-45g/
kek,a101,0.7,kekspir kek muz soslu waffle g,https://www.a101.com.tr/kekspir-kek-muz-soslu-waffle-45g/
kek,a101,0.5,kekspir kek meyveli g,https://www.a101.com.tr/market/kekspir-kek-meyveli-45-g/
kek,a101,0.5,kekspir kek meyveli g,https://www.a101.com.tr/market/kekspir-kek-meyveli-45-g/
kek,a101,2.45,kekspir kek meyveli g,https://www.a101.com.tr/market/kekspir-kek-meyveli-220-g/
kek,a101,2.25,kekspir kek meyveli g,https://www.a101.com.tr/kekspir-kek-meyveli-220-g/
kek,a101,2.45,kekspir kek meyveli g,https://www.a101.com.tr/market/kekspir-kek-meyveli-220-g/
kek,a101,2.25,kekspir kek kakaolu g,https://www.a101.com.tr/kekspir-kek-kakaolu-220-g/
kek,a101,0.7,brawo kek kakao soslu donut g,https://www.a101.com.tr/market/brawo-kek-kakao-soslu-donut-40-g/
kek,a101,0.55,brawo kek kakao soslu donut g,https://www.a101.com.tr/brawo-kek-kakao-soslu-donut-40-g/
kek,a101,1,browni kek kakaolu g,https://www.a101.com.tr/market/browni-kek-kakaolu-45g/
kek,a101,4,eti paykek kek meyveli g,https://www.a101.com.tr/market/eti-paykek-kek-meyveli-200-g/
kek,a101,4,eti paykek kek meyveli g,https://www.a101.com.tr/eti-paykek-kek-meyveli-200-g/
kek,a101,2.45,kekspir kek kakaolu g,https://www.a101.com.tr/market/kekspir-kek-kakaolu-220-g/
kek,a101,1,browni kek kakaolu g,https://www.a101.com.tr/market/browni-kek-kakaolu-45g/
kek,migros,4.75,eti brownie intense mini kahveli g,https://www.migros.com.tr/eti-brownie-intense-mini-kahveli-160-g-p-4dce8b
kek,migros,4.75,eti brownie mini intense poset cikolatali g,https://www.migros.com.tr/eti-brownie-mini-intense-poset-cikolatali-144-g-p-4dcb15
kek,migros,2,eti pastamia dilim sutlu balli cevizli pasta g,https://www.migros.com.tr/eti-pastamia-dilim-sutlu-balli-cevizli-pasta-30-g-p-4dec11
kek,migros,4,eti paykek meyveli g,https://www.migros.com.tr/eti-paykek-meyveli-200-g-p-4dc3db
kek,migros,7.5,eti paykek sekl i sahane cikolata soslu findikli kek g,https://www.migros.com.tr/eti-paykek-sekl-i-sahane-cikolata-soslu-findikli-kek-285-g-p-6c52dd
kek,migros,1.5,eti popkek goa findikli g,https://www.migros.com.tr/eti-popkek-goa-findikli-56-g-p-4dc403
kek,migros,1,eti popkek hindistan cevizli kek g,https://www.migros.com.tr/eti-popkek-hindistan-cevizli-kek-60-g-p-4dc3e8
kek,migros,1,eti popkek kakaolu g,https://www.migros.com.tr/eti-popkek-kakaolu-60-g-p-4dc3e4
kek,marketpaketi,1.1,enjoy portakal mozaik kek,https://www.marketpaketi.com.tr/torku-enjoy-portakal-soslu-mozaik-kek-55-gr-p-537830
kek,marketpaketi,1.1,enjoy cikolata mozaik kek,https://www.marketpaketi.com.tr/torku-enjoy-cikolata-soslu-mozaik-kek-55-gr-p-537831
kek,marketpaketi,1.35,solen ogopogo kek,https://www.marketpaketi.com.tr/solen-ozmo-ogopogo-kek-30-gr-p-548495
kek,marketpaketi,1.2,solen luppo dopdolu kek,https://www.marketpaketi.com.tr/solen-luppo-dopdolu-kek-43-gr-p-548489
kek,a101,0.75,browni kek kakaolu g,https://www.a101.com.tr/browni-kek-kakaolu-45g/
kek,a101,2.45,kekspir kek kakaolu g,https://www.a101.com.tr/market/kekspir-kek-kakaolu-220-g/
kek,a101,0.7,kekspir kek muz soslu waffle g,https://www.a101.com.tr/market/kekspir-kek-muz-soslu-waffle-45g/
kek,a101,0.7,kekspir kek muz soslu waffle g,https://www.a101.com.tr/market/kekspir-kek-muz-soslu-waffle-45g/
kek,migros,2,olala waffle kek cikolatali muzlu g,https://www.migros.com.tr/olala-waffle-kek-cikolatali-muzlu-70-g-p-4dec12
kek,ideal,0.75,ulker kekstra jolebol gr cilekli,https://www.ideal.com.tr/urun/uelker-kekstra-joelebol-35gr-cilekli-671-00/3081
kek,ideal,0.75,ulker kekstra jolebol gr cilekli,https://www.ideal.com.tr/urun/uelker-kekstra-joelebol-30gr-cilekli-677-02/3081
kek,ideal,0.75,ulker dankek poti gr meyveli,https://www.ideal.com.tr/urun/uelker-dankek-poeti-35gr-meyveli-81706/3070
kek,ideal,0.75,ulker dankek poti gr limonlu,https://www.ideal.com.tr/urun/uelker-dankek-poeti-35gr-limonlu-81704/55476
kek,ideal,0.75,ulker dankek poti gr kakaolu,https://www.ideal.com.tr/urun/uelker-dankek-poeti-35gr-kakaolu-81705/3069
kek,ideal,0.85,ulker dankek poti gr havuc tarcin,https://www.ideal.com.tr/urun/uelker-dankek-poeti-35gr-havuc-tarcin-81703/26151
kek,ideal,0.75,ulker dankek poti gr h cevizli,https://www.ideal.com.tr/urun/uelker-dankek-poeti-35gr-hcevizli-817-02/26320
kek,ideal,0.5,ulker dankek poti gr havuc tarcin,https://www.ideal.com.tr/urun/uelker-dankek-poti-35gr-havuc-tarcin-81703/26151
kek,ideal,4.75,ulker dankek gr caysaati mozaik,https://www.ideal.com.tr/urun/uelker-dankek-200gr-caysaati-mozaik/32408
kek,ideal,4.75,ulker dankek gr caysaati meyveli,https://www.ideal.com.tr/urun/uelker-dankek-200gr-caysaati-meyveli/3085
kek,ideal,4.75,ulker dankek gr caysaati kakaolu,https://www.ideal.com.tr/urun/uelker-dankek-200gr-caysaati-kakaolu/26150
kek,ideal,4.75,ulker dankek gr caysaati h cevizi,https://www.ideal.com.tr/urun/uelker-dankek-200gr-caysaati-hcevizi-6200/54683
kek,a101,0.7,kekspir kek portakal soslu waffle g,https://www.a101.com.tr/market/kekspir-kek-portakal-soslu-waffle-45g/
kek,migros,1.45,eti brownie intense g,https://www.migros.com.tr/eti-brownie-intense-50-g-p-4dcae1
kek,a101,0.7,kekspir kek cilek soslu waffle g,https://www.a101.com.tr/market/kekspir-kek-cilek-soslu-waffle-45g/
